Name,EIN,Category,Telephone,Address,City,State,Website,Facebook,Twitter,Income,Assests
tallulah heritage foundation ,45-3069718,Educational Institutions and Related Activities,N/A, 6343 NEW BRUNSWICK AVE  89110-2862,las vegas,Nevada,,,,$0.00,$0.00
tallulah connection of las vegas ,45-5032868,"Recreation, Sports, Leisure, Athletics",N/A, 709 FIESTA DEL REY AVE  89081-3147,n las vegas,Nevada,,,,$0.00,$0.00
talk to a veteran ,81-2102798,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 848 N RAINBOW BLVD 4552  89107-1103,las vegas,Nevada,,,,$0.00,$0.00
talia friends of existence inc ,77-0592372,"Religion-Related, Spiritual Development",N/A, C/O ADELE MALONE 909 ROLANDO WAY  89701-0000,carson city,Nevada,,,,"$208,894.00","$67,276.00"
team bc bmx racing ,27-3002249,Youth Development,N/A, 1109 MARIPOSA WAY  89005-3139,boulder city,Nevada,,,,$0.00,$0.00
team 5 foundation ,45-3869554,"International, Foreign Affairs and National Security",N/A, 8022 S RAINBOW BLVD  89139-6477,las vegas,Nevada,,,,"$110,485.00","$95,813.00"
teal sheep foundation ,45-2832478,"Arts, Culture and Humanities",N/A, 204 W SPEAR ST STE S-240  89703-4160,carson city,Nevada,,,,"$35,993.00",$784.00
teachers health trust ,88-0195176,,N/A, 2950 E ROCHELLE AVE  89121-5301,las vegas,Nevada,,,,"$163,796,999.00","$81,895,072.00"
td4t inc ,45-3678603,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 9500 HILLWOOD DR STE 112  89134-0525,las vegas,Nevada,,,,"$109,670.00","$25,881.00"
td4him foundation inc ,31-1689460,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 930 TAHOE BLVD STE 802 # 900  89451-9488,incline vlg,Nevada,,,,$2.00,"$1,252.00"
tazmanian boxing club ,47-2079687,"Recreation, Sports, Leisure, Athletics",N/A, 1701 SOUTH SUTRO TER  89706-0364,carson city,Nevada,,,,"$28,781.00","$10,429.00"
taylor barton foundation ,27-3791192,Youth Development,N/A, 7816 PURPLE MOUNTAIN AVE  89131-3545,las vegas,Nevada,,,,$0.00,$0.00
tau omega mu international tom international,81-3937491,"Mutual/Membership Benefit Organizations, Other",N/A, 6403 PARROT RIDGE CT  89139-7223,las vegas,Nevada,,,,$0.00,$0.00
tau kappa epsilon fraternity inc 469 pi iota chapter,94-2779563,"Recreation, Sports, Leisure, Athletics",N/A, 245 UNIVERSITY TER  89503-3728,reno,Nevada,,,,$0.00,$0.00
tau beta pi association inc nevada beta chapter,88-0332423,Fraternity or sorority,N/A, 4505 S MARYLAND PARKWAY BOX 454027  89154-9900,las vegas,Nevada,http://tbpunlv.org,,,$0.00,$0.00
teamsters vacation trust fund ,88-0411470,"Mutual/Membership Benefit Organizations, Other",N/A, 8311 W SUNSET RD STE 250  89113-2209,las vegas,Nevada,,,,"$2,656,151.00","$1,209,103.00"
teamsters security fund of southern nevada hotel & casino workers ,41-1237848,"Mutual/Membership Benefit Organizations, Other",N/A, 2250 S RANCHO DR STE 295  89102-4454,las vegas,Nevada,,,,$0.00,$0.00
teamsters security fund for southern nevada ,88-0087294,Commemorative event centennial festival pageant etc,N/A, 2250 S RANCHO DR STE 295  89102-4454,las vegas,Nevada,,,,"$95,096,354.00","$29,613,155.00"
teamsters local 631 security fund ,88-0231734,Health insurance medical dental optical etc,N/A, 8311 WEST SUNSET ROAD  89113-2205,las vegas,Nevada,,,,"$89,806,587.00","$162,204,537.00"
teamsters local 631 all charities fund inc ,27-1406693,Educational Institutions and Related Activities,N/A, 700 N LAMB BLVD  89110-2307,las vegas,Nevada,,,,"$58,105.00","$68,883.00"
teamsters convention industry training fund ,88-0231733,Unspecified,N/A, 8311 W SUNSET RD  89113-2205,las vegas,Nevada,,,,"$1,396,243.00","$2,466,653.00"
team velocity inc ,32-0295356,"Recreation, Sports, Leisure, Athletics",N/A, PMB 300 9732 ST RT 445  89441-6258,sparks,Nevada,,,,"$17,198.00","$10,489.00"
team tahoe ,46-3926547,"Environmental Quality, Protection and Beautification",N/A, PO BOX 673  89448-0673,zephyr cove,Nevada,http://www.biketahoe.org,,,$0.00,$0.00
team nevada north ,27-3859510,"Recreation, Sports, Leisure, Athletics",N/A, 7750 W 4TH ST  89523-8915,reno,Nevada,,,,"$27,663.00","$14,564.00"
team las vegas hockey club inc ,88-0397055,"Recreation, Sports, Leisure, Athletics",N/A, 9295 W FLAMINGO RD STE 130  89147-6452,las vegas,Nevada,,,,"$64,809.00",$1.00
team faith wrestling inc ,46-1123652,"Recreation, Sports, Leisure, Athletics",N/A, 1105 SHARP CIR  89030-8055,n las vegas,Nevada,,,,$0.00,$0.00
temple adat chavarim ,86-0877071,"Religion-Related, Spiritual Development",N/A, PO BOX 371155  89137-1155,las vegas,Nevada,,,,$0.00,$0.00
telesis prep institute ltd ,27-1273681,Human Services - Multipurpose and Other,N/A, 2077 E SAHARA AVE  89104-3829,las vegas,Nevada,,,,$0.00,$0.00
teesters inc ,81-2321321,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 4485  89450-4485,incline vlg,Nevada,,,,$0.00,$0.00
teens helping teens ,47-1317811,Human Services - Multipurpose and Other,N/A, 6020 CRYSTAL COURT  89149-0000,las vegas,Nevada,,,,$0.00,$0.00
teen health and nutrition ,26-4405927,Youth Development,N/A, PO BOX 230486  89105-0486,las vegas,Nevada,,,,$0.00,$0.00
teen challenge of nevada inc ,88-0381800,Educational Institutions and Related Activities,N/A, PO BOX 1136  89432-1136,sparks,Nevada,,,,"$851,348.00","$1,332,222.00"
tee it up inc ,27-0261843,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 33234  89133-3234,las vegas,Nevada,,,,$0.00,$1.00
tecoma - pilot valley vfd ,46-4086595,"Public Safety, Disaster Preparedness and Relief",N/A, PO BOX 228  89830-0228,montello,Nevada,,,,$0.00,$0.00
technical response station 51 ,81-4493650,"Public Safety, Disaster Preparedness and Relief",N/A, 1510 SIRI LANE  89060-2460,pahrump,Nevada,,,,$0.00,$0.00
tech is good foundation ,45-2924819,Educational Institutions and Related Activities,N/A, 730 SANDHILL ROAD  89521-6009,reno,Nevada,,,,$0.00,$0.00
tech curious ,47-3934399,"Recreation, Sports, Leisure, Athletics",N/A, 10300 W CHARLESTON BLVD SUITE 13K6  89135-1037,las vegas,Nevada,http://techcurious.org,,,$0.00,$0.00
terra nova ministries ,26-0365632,"Religion-Related, Spiritual Development",N/A, PO BOX 336272  89033-6272,n las vegas,Nevada,http://www.terranovaministries.com,,,$0.00,$0.00
tenazcity ,46-3468428,Health - General and Rehabilitative,N/A, 259 CASCADING ST  89074-8720,henderson,Nevada,http://www.Tenazcity.org,,,$0.00,$0.00
templo la hermosa ,88-0503272,"Religion-Related, Spiritual Development",N/A, 2720 W SAN MIGUEL AVE  89032-3026,n las vegas,Nevada,,,,$0.00,$0.00
templo de dios christian church ,57-1215102,"Religion-Related, Spiritual Development",N/A, PO BOX 797  89446-0797,winnemucca,Nevada,,,,$0.00,$0.00
temple sinai las vegas inc ,88-0283962,"Religion-Related, Spiritual Development",N/A, 9001 HILLPOINTE RD  89134-6097,las vegas,Nevada,,,,$0.00,$0.00
temple sinai ,88-0203508,"Religion-Related, Spiritual Development",N/A, 3405 GULLING RD  89503-2046,reno,Nevada,,,,$0.00,$0.00
temple of well being ,94-3220945,"Religion-Related, Spiritual Development",N/A, 1555 E FLAMINGO  89119-5258,las vegas,Nevada,,,,$0.00,$0.00
temple of the coven of the sacred sands ,30-0366832,"Religion-Related, Spiritual Development",N/A, 1401 PYRAMID DR  89108-1124,las vegas,Nevada,,,,$0.00,$0.00
temple of 3 john 2 ,47-1588673,Human Services - Multipurpose and Other,N/A, 2654 W HORIZON RIDGE PKWY  89052-2803,henderson,Nevada,,,,$0.00,$0.00
temple beth or ,27-0387394,"Religion-Related, Spiritual Development",N/A, 2580 CITYVIEW TER  89512-1403,reno,Nevada,,,,$0.00,$0.00
temple bet emet ,88-0360591,"Religion-Related, Spiritual Development",N/A, PO BOX 371325  89137-1325,las vegas,Nevada,,,,$0.00,$0.00
that others may live foundation ,88-0487308,Educational Institutions and Related Activities,N/A, PO BOX 95756  89193-5756,las vegas,Nevada,http://www.thatothersmaylive.org,,,"$1,015,683.00","$1,216,333.00"
that adopted girl inc ,47-2526377,Youth Development,N/A, 7957 HOME LIGHT ST  89139-6420,las vegas,Nevada,http://www.thatadoptedgirl.com,,,$0.00,$0.00
thank a farmer ,45-2832912,"Food, Agriculture and Nutrition",N/A, 11008 PIEDMONT VALLEY AVE  89144-4016,las vegas,Nevada,,,,"$78,436.00","$45,654.00"
thai temple of nevada ,88-0503908,"Religion-Related, Spiritual Development",N/A, 3604 N TORREY PINES DR  89108-5300,las vegas,Nevada,,,,$0.00,$0.00
thai christian missionary church ,04-3677039,"Religion-Related, Spiritual Development",N/A, 3234 SIMMONS ST  89032-7770,n las vegas,Nevada,,,,$0.00,$0.00
terry lee wells foundation inc ,88-0431758,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 70806  89570-0806,reno,Nevada,,,,"$2,958,052.00","$2,079,938.00"
terry fator foundation ,82-2023672,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 3400 LAS VEGAS BLVD S  89109-8923,las vegas,Nevada,,,,$0.00,$0.00
terry farrell firefighters fund of nevada ,81-2131254,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2724 CRAIGMILLAR ST  89044-0219,henderson,Nevada,,,,$0.00,$0.00
terry criner chief supperintendant of holy tabernacle outreach missio holy tabernacle outreach mission in,88-0298138,Church synagogue etc,N/A, 910 S VALLEY VIEW BLVD  89107-4416,las vegas,Nevada,,,,$0.00,$0.00
terri and roland sturm family ,88-0479977,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 6680 REBECCA RD  89131-3138,las vegas,Nevada,,,,"$2,637,165.00","$5,090,050.00"
terraone corporation ,45-5255066,Educational Institutions and Related Activities,N/A, 4800 LEO BINGO CT  89704-9331,washoe valley,Nevada,,,,$0.00,$0.00
the caesars foundation ,74-3050638,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1 CAESARS PALACE DR  89109-8969,las vegas,Nevada,,,,"$1,600,000.00","$42,715.00"
the brown foundation ,20-4443073,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 4940 TURNING LEAF WAY  89519-0991,reno,Nevada,,,,"$48,001.00","$9,166.00"
the brown family foundation ,88-0392787,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 18124 WEDGE PARKWAY SUITE 517  89511-8134,reno,Nevada,,,,"$533,845.00","$552,596.00"
the bridge 3910,88-0089157,Church synagogue etc,N/A, 1330 FOSTER DR  89509-1207,reno,Nevada,,,,$0.00,$0.00
the boyd foundation ,88-0220082,Gifts grants or loans to other organizations,N/A, 3883 HOWARD HUGHES PKWY FL 9TH  89169-0974,las vegas,Nevada,,,,"$9,478,912.00","$18,715,989.00"
the bible way fellowship inc ,88-0138681,Church synagogue etc,N/A, 1000 GARCES AVE  89101-7020,las vegas,Nevada,,,,$0.00,$0.00
the asylum theatre ,88-0380708,"Arts, Culture and Humanities",N/A, 8540 AMARYLLIS HILLS AVE  89149-0238,las vegas,Nevada,http://www.asylumtheatre.org,,,$0.00,$0.00
the animal foundation ,88-0144253,Animal-Related,N/A, 655 N MOHAVE RD  89101-0000,las vegas,Nevada,,,,"$12,236,623.00","$47,142,010.00"
the achievement academy inc ,39-2058202,Educational Institutions and Related Activities,N/A, 6525 W WARM SPRINGS RD STE 100  89118-4681,las vegas,Nevada,,,,"$96,586.00","$3,932.00"
the abbie friedman fam foundation abbie friedman per rep,20-6779618,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 28 PAINTED FEATHER WAY  89135-7855,las vegas,Nevada,,,,"$112,090.00","$81,032.00"
the aasha foundation ,86-1151901,Human Services - Multipurpose and Other,N/A, 4790 CAUGHLIN PARKWAY - SUITE 435  89519-0907,reno,Nevada,,,,"$101,472.00","$162,662.00"
the community cabinet womens cabinet,88-0505022,Human Services - Multipurpose and Other,N/A, 644 DONNER DR  89509-1901,reno,Nevada,,,,$0.00,$1.00
the combat for a cure foundation ,47-1367612,Health - General and Rehabilitative,N/A, 2855SAINTROSEPKWYSTE100  89052-0000,henderson,Nevada,,,,$0.00,$0.00
the clarence & martha jones family foundation ,88-0356029,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 6170 CHAISE CT  89519-7329,reno,Nevada,,,,"$1,551,183.00","$4,606,719.00"
the churchill foundation inc ,46-3652699,Animal-Related,N/A, 1712 CHAPMAN DR  89104-3517,las vegas,Nevada,http://thechurchillfoundation.org,,,$0.00,$0.00
the church of greater harvest ministries ,20-8477717,"Religion-Related, Spiritual Development",N/A, PO BOX 365432  89036-9432,n las vegas,Nevada,,,,$0.00,$0.00
the church of disciples ,20-8341974,"Religion-Related, Spiritual Development",N/A, 2188 ORCHARD MIST ST  89135-1562,las vegas,Nevada,,,,$0.00,$0.00
the childrens free clinic of southern nevada ,27-0576174,Health - General and Rehabilitative,N/A, 7881 W CHARLESTON BLVD STE 250  89117-8327,las vegas,Nevada,,,,$0.00,"$5,611.00"
the children of light foundation ,88-0379653,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 5667  89450-5667,incline vlg,Nevada,,,,"$7,281.00","$1,648,272.00"
the champion center of las vegas ,88-0183880,Church synagogue etc,N/A, 3900 E BONANZA RD  89110-2167,las vegas,Nevada,,,,$0.00,$0.00
the center for teaching excellence resource service center ,20-4749411,Educational Institutions and Related Activities,N/A, 4775 S DURANGO DR STE 107  89147-8157,las vegas,Nevada,,,,"$317,303.00","$836,943.00"
the capital city circles initiative healthsmart,94-3328209,Health - General and Rehabilitative,N/A, 2621 NORTHGATE LN STE 10  89706-1619,carson city,Nevada,,,,"$122,609.00","$219,750.00"
the fallon bowman ,88-0456254,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 5072  89407-5072,fallon,Nevada,http://www.fallonbowmen.com,,,$0.00,$0.00
the envirolution inc ,20-8274660,"Environmental Quality, Protection and Beautification",N/A, 250 BELL ST  89503-5316,reno,Nevada,http://www.envirolution.org,,,"$293,425.00","$17,957.00"
the end of the trail broadcast project ,82-0855952,"Arts, Culture and Humanities",N/A, 112 N CURRY ST  89703-4934,carson city,Nevada,,,,$0.00,$0.00
the embracing project ,20-8397265,Educational Institutions and Related Activities,N/A, 3230 E CHARLESTON BLVD SUITE  89104-6626,las vegas,Nevada,,,,"$186,964.00","$2,032.00"
the dr martin luther king jr committee of las vegas nevada ,88-0221346,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1732 GOLDHILL AVE  89106-2016,las vegas,Nevada,,,,"$53,455.00","$6,431.00"
the douglas and inyoung boyd foundation ,20-3960025,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 8101 TIERRA COVE CIRCLE  89128-0000,las vegas,Nevada,,,,"$73,302.00","$676,922.00"
the diamond foundation inc ,94-3194152,Educational Institutions and Related Activities,N/A, 5698 NEW SEABURY CT  89122-4743,las vegas,Nevada,,,,$0.00,$0.00
the devops collective inc ,46-0941130,Educational Institutions and Related Activities,N/A, 280 E MAULDING AVE  89123-1127,las vegas,Nevada,,,,$0.00,$0.00
the davies family research foundation ,91-2147330,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2984 SCENIC VALLEY WAY  89052-4045,henderson,Nevada,,,,"$536,482.00","$290,487.00"
the crystal family foundation ,84-1288402,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 12367  89510-2367,reno,Nevada,,,,"$1,134,913.00","$23,378,374.00"
the crossing a christian church ,88-0469886,"Religion-Related, Spiritual Development",N/A, 7950 W WINDMILL LN  89113-4514,las vegas,Nevada,,,,$0.00,$0.00
the grady family foundation ,91-2170299,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 922 TYNER WAY  89451-0000,incline village,Nevada,,,,$0.00,"$14,913.00"
the gospel lighthouse church ,88-0268938,"Religion-Related, Spiritual Development",N/A, 5216 DEL MONTE AVE  89146-1412,las vegas,Nevada,,,,$0.00,$0.00
the goldfield historical society ,88-0192171,"Arts, Culture and Humanities",N/A, PO BOX 393  89013-0393,goldfield,Nevada,http://goldfieldhistoricalsociety.com,,,$0.00,$0.00
the glenbrook project ,23-7417281,Health clinic,N/A, 8800 WHITE FIR CT  89523-8935,reno,Nevada,,,,$0.00,$0.00
the gathering of healthcare simulation technology specialists ,45-5004291,"Community Improvement, Capacity Building",N/A, 3870 E FLAMINGO RD STE A2 # 443  89121-6241,las vegas,Nevada,,,,"$378,563.00","$46,280.00"
the friends and family of incarcerated persons inc ,88-0467226,Human Services - Multipurpose and Other,N/A, PO BOX 27708  89126-1708,las vegas,Nevada,https://www.ffipnv.org,,,$0.00,$0.00
the foundation for new beginnings inc ,77-0675085,Youth Development,N/A, 529 CADENCE VIEW WAY  89011-5333,henderson,Nevada,,,,$0.00,$0.00
the food bank of northern nevada inc ,94-2924979,"Food, Agriculture and Nutrition",N/A, 550 ITALY DR  89434-5400,mccarran,Nevada,,,,"$30,628,924.00","$14,949,436.00"
the flowering desert trust ,52-6286222,Other religious activities,N/A, 561 KEYSTONE AVE 813  89503-4304,reno,Nevada,,,,$383.00,"$76,291.00"
the family education and empowerment foundation inc ,45-5613241,Human Services - Multipurpose and Other,N/A, 8610 S EASTERN AVENUE 10  89123-2836,las vegas,Nevada,,,,$0.00,$0.00
the fallon youth club inc ,20-1880600,Youth Development,N/A, PO BOX 895  89407-0895,fallon,Nevada,,,,"$329,857.00","$10,225.00"
the iam workshop tour e0703212007-6 ,45-0580273,"Mental Health, Crisis Intervention",N/A, 101 CONESTOGA DR APT 64  89706-0111,carson city,Nevada,http://Www.IAMWST.Org,,,$0.00,$0.00
the huntridge teen clinic inc ,88-0329221,"Science and Technology Research Institutes, Services",N/A, 2100 S MARYLAND PARKWAY  89104-3230,las vegas,Nevada,,,,"$198,803.00","$20,215.00"
the humboldt foundation trust macdonald william ttee,88-0480062,Educational Institutions and Related Activities,N/A, PO BOX 887  89446-0887,winnemucca,Nevada,,,,"$227,160.00","$1,163,968.00"
the hope for the disabled ,35-2260608,"Mental Health, Crisis Intervention",N/A, 1015 LEADVILLE MEADOWS DR  89052-2972,henderson,Nevada,,,,$0.00,$0.00
the holland project ,71-1017805,"Arts, Culture and Humanities",N/A, 140 VESTA ST  89502-2914,reno,Nevada,,,,"$268,918.00","$772,072.00"
the holder family foundation ,88-0475661,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 120 COUNTRY CLUB DRIVE  89451-9331,incline village,Nevada,,,,"$5,325.00","$3,100.00"
the headway foundation ,88-0199047,Community service organization,N/A, PO BOX 19314  89511-1645,reno,Nevada,http://hiann.org,,,$0.00,$0.00
the head overseer bishop of the international community of christ ,23-7258155,"Community Improvement, Capacity Building",N/A, 643 RALSTON ST  89503-4436,reno,Nevada,,,,$0.00,$0.00
the harrah automobile foundation national automobile museum,94-2777978,Museum zoo planetarium etc,N/A, 10 S LAKE ST  89501-1558,reno,Nevada,,,,"$8,653,731.00","$33,873,399.00"
the greater mount sinai missionary recruiting ministries inc ,88-0443187,"Religion-Related, Spiritual Development",N/A, 1025 BALZAR AVE  89106-2203,las vegas,Nevada,,,,$0.00,$0.00
the great spirit center ,33-0540901,Human Services - Multipurpose and Other,N/A, 455 E PEBBLE RD UNIT 230023  89105-8800,las vegas,Nevada,,,,$0.00,$0.00
